Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
090-945-390-532-624,Play and Contemporary Art,2024-09-30,2024,journal article,Journal of the Daedong Philosophical Association,12290750,Deadong Philosophical Association,,Nak-Rim Chung,"우리시대 예술을 정의하는 것은 쉬운 일이 아니다. 한 세기 전에는 도저히 생각할 수 없는 것이 예술의 지위를 누린다. 현대 예술의 상황을 가장 잘 설명할 수 있는 주장은 ‘예 술다원주의’일 것이다. 예술다원주의에 정당성을 부여하는 것은 단토의 주장으로 잘 알려 진 ‘예술의 종말론’이다. 예술의 종말론은 단토 이전에 이미 헤겔 니체, 벤야민의 사상에서 도 확인된다. 이들의 공통점은 예술의 사회성과 역사성에 대한 통찰이다. 특히 니체의 예 술생리학은 예술다원주의를 옹호할 수 있는 이론적 근거를 제시한다. 예술다원주의 시대 예술을 이해하기는 쉽지않지만, 현대 예술에서 우연성, 유동성, 실험성, 상호작용 등의 경 향성은 뚜렷하다. 연구자는 현대예술의 이러한 특징을 놀이정신으로 해석하며, 그 근거를 제시한다.",108,,331,361,Aesthetics; Art; Epistemology; Philosophy,,,,,,http://dx.doi.org/10.20539/deadong.2024.108.13,,10.20539/deadong.2024.108.13,,,0,,0,false,,
091-352-101-547-612,Contemporary Painting Art of Composition in the Form of Positive Significance to the Use of Plane,,2011,journal article,Art and design,10082832,,,Xie J,"Painting arts today,has broken through the original art of traditional single model.The intervention of the mod- ern aesthetic sentiment,so that the creation of Chinese painting into a flexible position.In recent years has been painting tricks of the infiltration of surface composition,contemporary painting undoubtedly provide a more important creative elements and development.The article is a contemporary painting art of composition in the often used plane constituted as a revelation,respectively,from the forms,thinking,visual effects,three aspects plane composition in contemporary painting art of composition in the positive sense,designed to enrich,develop creative ideas of contemporary painting.",,,,,Art; Visual arts; Modern art; Theory of Forms; Painting; Composition (language); The arts; Plane (esotericism); Fine art; Contemporary art,,,,,https://en.cnki.com.cn/Article_en/CJFDTOTAL-YSLL201104091.htm,https://en.cnki.com.cn/Article_en/CJFDTOTAL-YSLL201104091.htm,,,2352002584,,0,,0,false,,
091-382-599-569-006,The Singapore Contemporary and Contemporary Art in Singapore,2017-01-01,2017,book chapter,Charting Thoughts,,National Gallery Singapore,,C.J.W.-L. Wee,,,,246,267,,,,,,,http://dx.doi.org/10.2307/j.ctv13xpr6k.22,,10.2307/j.ctv13xpr6k.22,,,0,,0,true,,green
091-402-960-453-019,Luxury and contemporary art,,2013,,,,,,Ulrich Lehmann,"Paper at the symposium held as part of the Leverhulme International Network, 'Luxury & the Manipulation of Desire'.",,,,,Aesthetics; Art; International network; Contemporary art,,,,,http://www.research.ucreative.ac.uk/2048/ https://research.uca.ac.uk/2048/,http://www.research.ucreative.ac.uk/2048/,,,38448291,,0,,0,false,,
091-440-366-816-582,Contemporary Art,2017-10-06,2017,book chapter,Inconsistencies,,The MIT Press,,,,,,13,13,Art,,,,,,http://dx.doi.org/10.7551/mitpress/11052.003.0016,,10.7551/mitpress/11052.003.0016,,,0,,0,false,,
091-840-558-735-800,Three Uses of the Knife: International workshop on art writing and criticism,2009-11-06,2009,,,,,,Maria Fusco,"The international workshop for art critics Three uses of the knife is co-organized by Lithuanian web-based contemporary art magazine www.artnews.lt, the Contemporary Art Centre (CAC) and the Information Centre of the National Gallery of Art (IC NGA). The event is aimed at professionals both at the beginning of their careers and with outstanding experience to examine the genres, forms, functions and strategies of contemporary art criticism. The third day is intended to work on so-called Case Studies examining the phenomenon of writing with art and art about writing in its intimate relationship to contemporary art practice. The workshop will be led by Maria Fusco, a British art critic, editor, lecturer, fiction writer and Director of Writing at Goldsmiths College, Will Holder – British performance artist, designer and writer, and Jalal Toufic, a Lebanese writer, film theorist, and video artist.",,,,,Art; Film theory; Visual arts; Installation art; Environmental art; Anthropology of art; Criticism; Fine art; Art methodology; Contemporary art,,,,,https://research.gold.ac.uk/id/eprint/2440,https://research.gold.ac.uk/id/eprint/2440,,,2118395636,,0,,0,false,,
091-845-841-657-580,Syncretize :: linking tradition and today - Syncretize : linking tradition and today,,2010,book,,,Université du Québec à Chicoutimi,,Wei Zhao,"By combining examples of contemporary toy art, illustration, device art, digital artistic practices and through views of my own I will question the significance and development of traditional art in contemporary art creation and its impact on the my art. The article consists of three parts:; ; In the first chapter, I will emphasize the embodiment of Chinese traditional art in Dunhuang art through the Dunhuang example. I will analyze how Dunhuang Buddhist art was formed and describe the architectures, sculptures and murals in Dunhuang Grottoes. For the murals, I will focus on the figure murals and story murals. Finally I will summarize the characteristics of Dunhuang art and its impact on contemporary art.; ; In Chapter II, I will analyze contemporary illustration art, toy art and device art through art works of artists such as Yoshitomo Nara and Maywa Denki from Japan, of contemporary China such as Perk studio from China, and Mars-1 from America.; ; In Chapter III, I will introduce my own art works as well as my own artistic views. For artistic views, I will analyze the importance of traditional art in contemporary art, the importance of art innovation and the way to carry on traditional art and create contemporary art works. Finally, I will present my own thoughts through art creation and the conclusion for the art study.",,,,,Art; Visual arts; Installation art; Buddhist art; Visual arts education; Sculpture; Anthropology of art; Fine art; Art methodology; Contemporary art,Art; Chinese Traditional; Dunhuang; Illustration; Contemporary; Toy,,,,https://constellation.uqac.ca/264/ https://core.ac.uk/download/11681758.pdf,http://dx.doi.org/10.1522/030148015,,10.1522/030148015,98408150,,0,,0,true,cc-by-nc-nd,hybrid
092-578-233-460-218,Towards a New Kind of System of Art,2008-11-27,2008,book,,,,,Erkki Sevänen,"Since the 1960s, the Western sphere of art has given; up modern aesthetics that held that the sphere of art; should be independent of the spheres of economics,; cultural industry, politics and practical utility. In; contrast to a conception of art such as this, the; contemporary sphere of art has firmly become rooted; in its societal-cultural environment. In particular,; it is widely interlaced with the spheres of public; sector, economics, mass media, philosophical; reflection, scientific research work, people's; everyday life and practical social action. In; particular, an increasing marketisation and; managerialism is characteristic of the contemporary; sphere of art.; The book on hand critically considers the shift from; the modern to the contemporary sphere of art. It; suggests that the contemporary sphere of art can be; understood as a complex societal and cultural system; whose internal system-likeness is on the decrease. At; the same time it is vital a and dynamic sub-system of; contemporary society, and, as such, it possesses an; amazing capacity to renew.",,,,,Aesthetics; Sociology; Contemporary society; Cultural system; Cultural industry; Action (philosophy); Everyday life; Managerialism; Postmodernity; Politics,,,,,https://www.amazon.com/Towards-New-Kind-System-System-Theoretical/dp/3639098935,https://www.amazon.com/Towards-New-Kind-System-System-Theoretical/dp/3639098935,,,2994260469,,0,,0,false,,
092-816-833-030-378,Contemporary Chinese Calligraphy between Tradition and Innovation,2013-03-28,2013,journal article,Journal of Literature and Art Studies,21595836; 21595844,David Publishing Company,,Adriana Iezzi,"Since the mid-1980s Chinese calligraphy art has undergone a radical change and has opened itself to experimentation. A vivid debate on CCC (Contemporary Chinese Calligraphy) (Zhongguo xiandai shufa) is involving art critics in China nowadays. WANG Dongling and the modernists think that, despite many changes and influences, we can still refer to the traditional calligraphic lexicon to describe the calligraphic production of contemporary Chinese art. They still remain deeply rooted in the signified system of Chinese writing, even if they break with the strict rules of Chinese classical aesthetic (contamination of Western elements and focus on the stylistic exploration). WANG Nanming and the Avant-garde think that “contemporary calligraphy is not calligraphy yet”: It is “anti-calligraphy”, annihilates Chinese tradition, rejects the use of legible characters, experiments with new languages and new media within the idiom of international contemporary art. The result is the creation of works of art that could be assimilated to Abstract art, Abstract expressionism, Conceptual art, Performance art, Contemporary dance, Multimedia art, and even Street art. This paper aims at showing how still valid and extremely productive are both these two theoretical and creative/practical approaches to Chinese calligraphy in China nowadays. They turned the art of calligraphy into a medium for global comprehension and communication.",3,3,158,179,Chinese art; Art; Visual arts; China; Modernism; Abstract art; Contemporary dance; Calligraphy; Art methodology; Contemporary art,CCC (Contemporary Chinese Calligraphy); modernism; Avant-garde; WANG Dongling; WANG Nanming,,,,https://cris.unibo.it/handle/11585/617971,http://dx.doi.org/10.17265/2159-5836/2013.03.003,,10.17265/2159-5836/2013.03.003,2129880047,,0,019-599-590-019-83X; 031-518-902-669-725; 038-024-537-775-531; 044-741-482-205-062; 104-793-034-649-654; 125-752-660-737-724; 154-466-034-356-240; 172-924-034-287-917; 195-862-222-196-83X,6,true,cc-by-nc,hybrid
093-527-610-821-100,Contemporary Art of Latvia,,2006,,,,,,Amy Bryzgel,,,,,,Art; Visual arts; Contemporary art,,,,,https://abdn.pure.elsevier.com/en/publications/contemporary-art-of-latvia,https://abdn.pure.elsevier.com/en/publications/contemporary-art-of-latvia,,,2808665074,,0,,0,false,,
093-581-548-237-305,ARTventures: Art and Life in the Contemporary Pacific,2021-10-17,2021,journal article,Pacific Arts,2769108x; 10184252,California Digital Library (CDL),,Susan Cochrane,"The unpublished work ARTventures: Art and Life in the Contemporary Pacific is a literary memoir recounting Susan Cochrane’s unorthodox life as a roaming curator of contemporary Pacific art. The narrative intertwines vignettes of the author’s personal life with her experiences as a “poken” (slang&nbsp; for English-speaking foreigner) in New Caledonia; on fieldwork trips collecting art in remote areas of Papua New Guinea, the Solomon Islands, and Vanuatu; and encountering Māori and Pasifika artists in Aotearoa New Zealand, and Aboriginal Taiwanese in Taiwan. The text is subtly layered with insights into the attitudes and operations of the art world and strategies to establish Indigenous art in its own right.",21,1,,,Aotearoa; New guinea; Memoir; Narrative; Indigenous; Contemporary art; History; Pacific islanders; Sociology; Anthropology; Art; Ethnic group; Art history; Ethnology; Gender studies; Performance art; Literature; Ecology; Biology,Memoir; art history; contemporary art; Pacific; Oceania; Pacific art,,,,,http://dx.doi.org/10.5070/pc221155086,,10.5070/pc221155086,,,0,,0,true,cc-by-nc-nd,gold
093-728-214-508-594,Contemporary Art as a Learning Experience,,2012,journal article,Procedia - Social and Behavioral Sciences,18770428,Elsevier BV,,Päivi Venäläinen,"Abstract Art has changed a lot during the last fifty years. In spite of that, the role of art in schools has remained the same. The aim of this paper is to show the many different ways contemporary art offers itself as an environment for learning. An idea of contemporary art as a learning experience presented here is based on teacher's views on the matter. The analysis of the material shows that by concretizing the properties of artworks and the experience produced by them, arguments for seeing contemporary art both as a credible and a necessary environment of learning can be found.",45,,457,465,Studio art; Sociology; Visual arts; Spite; Pedagogy; Learning environment; Learning experience; Experiential learning; Abstract art; Art methodology; Contemporary art,Contemporary art; learning  learning environment; art expierience; teacher,,,,https://www.sciencedirect.com/science/article/pii/S187704281202318X http://www.sciencedirect.com/science/article/pii/S187704281202318X https://cyberleninka.org/article/n/910268.pdf https://core.ac.uk/display/82805302 https://cyberleninka.org/article/n/910268 https://core.ac.uk/download/pdf/82805302.pdf,http://dx.doi.org/10.1016/j.sbspro.2012.06.582,,10.1016/j.sbspro.2012.06.582,2066762106,,0,000-203-976-091-371; 001-740-874-916-811; 008-923-024-992-689; 016-958-727-000-068; 020-090-014-047-641; 031-055-762-663-541; 035-426-031-866-201; 042-415-670-458-044; 046-669-328-329-496; 056-532-711-583-206; 068-056-742-658-486; 070-805-094-423-554; 076-248-204-358-378; 079-472-070-650-28X; 080-048-607-003-019; 087-564-252-173-654; 107-072-547-782-88X; 127-126-210-218-745; 174-123-536-779-818,5,true,,gold
